YEAR,BY YEAR NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,COLLEGE CITY,COLLEGE STATE,COLLEGE LOCATION,COLLEGE TIME ZONE,COLLEGE TIME ZONE VALUE,COLLEGE DAYLIGHT SAVINGS TIME,COLLEGE LATITUDE,COLLEGE LONGITUDE,GAME CITY,GAME STATE,GAME LOCATION,GAME TIME ZONE,GAME TIME ZONE VALUE,GAME DAYLIGHT SAVINGS TIME,GAME LATITUDE,GAME LONGITUDE,TIME ZONE COMBINATION,DIRECTION,LATITUDE DIFF,LONGITUDE DIFF,TIME ZONES CROSSED,TIME ZONES CROSSED VALUE,DISTANCE (KM),DISTANCE (MI)
2024,1960,1051,Kansas,4,32,64,Lawrence,Kansas,Lawrence Kansas ,Central,5,TRUE,38.9716689,-95.2352501,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,TRUE,40.7607793,-111.8910474,Central Mountain,West,1.7891104,-16.6557973,1,-1,1433.150811,890.5186283
2024,1959,1030,Samford,13,64,64,Homewood,Alabama,Homewood Alabama,Central,5,TRUE,33.471768,-86.799867,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,TRUE,40.7607793,-111.8910474,Central Mountain,West,7.2890113,-25.0911804,1,-1,2357.823303,1465.083477
2024,1958,1028,South Carolina,6,64,64,Columbia,South Carolina,Columbia South Carolina ,Eastern,6,TRUE,34.0007104,-81.0348144,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Eastern Eastern,East,6.4399144,1.038928,0,0,721.9536803,448.601219
2024,1957,1034,Oregon,11,32,64,Eugene,Oregon,Eugene Oregon ,Pacific,3,TRUE,44.0520691,-123.0867536,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Pacific Eastern,East,-3.6114443,43.0908672,3,3,3528.960946,2192.79467
2024,1956,1066,Creighton,3,16,64,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Central Eastern,East,-0.8159121,15.938617,1,1,1341.812105,833.7633875
2024,1955,1079,Akron,14,64,64,Akron,Ohio,Akron Ohio ,Eastern,6,TRUE,41.0814447,-81.5190053,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Eastern Eastern,East,-0.6408199,1.5231189,0,0,146.7405072,91.18032393
2024,1954,1023,Texas,7,32,64,Austin,Texas,Austin Texas ,Central,5,TRUE,30.267153,-97.7430608,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Central Eastern,East,4.9599339,16.8999341,1,1,1671.343822,1038.524903
2024,1953,1068,Colorado St.,10,64,64,Fort Collins,Colorado,Fort Collins Colorado ,Mountain,4,TRUE,40.5852602,-105.084423,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Mountain Eastern,East,-5.3581733,24.2412963,2,2,2200.744544,1367.479261
2024,1952,1024,Tennessee,2,8,64,Knoxville,Tennessee,Knoxville Tennessee ,Eastern,6,TRUE,35.9606384,-83.9207392,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Eastern Eastern,East,-0.7335515,3.0776125,0,0,289.9690397,180.1784079
2024,1951,1031,Saint Peter's,15,64,64,Jersey City,New Jersey,Jersey City New Jersey ,Eastern,6,TRUE,40.7177545,-74.0431435,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Eastern Eastern,West,-5.4906676,-6.7999832,0,0,852.7072023,529.8476909
2024,1950,1067,Connecticut,1,1,32,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Brooklyn,New York,Brooklyn New York ,Eastern,6,TRUE,40.6781784,-73.9441579,Eastern Eastern,West,-1.130253,-1.6946348,0,0,189.3873311,117.6798317
2024,1949,1036,Northwestern,9,32,32,Evanston,Illinois,Evanston Illinois ,Central,5,TRUE,42.0450722,-87.6876969,Brooklyn,New York,Brooklyn New York ,Eastern,6,TRUE,40.6781784,-73.9441579,Central Eastern,East,-1.3668938,13.743539,1,1,1155.74813,718.1485933
2024,1948,1029,San Diego St.,5,16,32,San Diego,California,San Diego California ,Pacific,3,TRUE,32.715738,-117.1610838,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Pacific Pacific,West,14.9430422,-0.2649628,0,0,1661.740191,1032.557484
2024,1947,1012,Yale,13,32,32,New Haven,Connecticut,New Haven Connecticut ,Eastern,6,TRUE,41.308274,-72.9278835,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Eastern Pacific,West,6.3505062,-44.4981631,3,-3,3549.241292,2205.396293
2024,1946,1062,Duquesne,11,32,32,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania,Eastern,6,TRUE,40.4406248,-79.9958864,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Eastern Central,West,0.8159121,-15.938617,1,-1,1341.812105,833.7633875
2024,1945,1054,Illinois,3,8,32,Champaign,Illinois,Champaign Illinois ,Central,5,TRUE,40.1164204,-88.2433829,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Central Central,West,1.1401165,-7.6911205,0,0,660.5367795,410.4385262
2024,1944,1015,Washington St.,7,32,32,Pullman,Washington,Pullman Washington ,Pacific,3,TRUE,46.7297771,-117.1817377,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Pacific Central,East,-5.4732402,21.2472343,2,2,1798.602908,1117.600033
2024,1943,1053,Iowa St.,2,16,32,Ames,Iowa,Ames Iowa ,Central,5,TRUE,42.0307812,-93.6319131,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Central Central,West,-0.7742443,-2.3025903,0,0,209.8009809,130.3642856
2024,1942,1038,North Carolina,1,16,32,Chapel Hill,North Carolina,Chapel Hill North Carolina ,Eastern,6,TRUE,35.9131996,-79.0558445,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Eastern Eastern,West,-0.6861127,-1.7872822,0,0,178.7477775,111.0687196
2024,1941,1045,Michigan St.,9,32,32,East Lansing,Michigan,East Lansing Michigan ,Eastern,6,TRUE,42.7369792,-84.4838654,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Eastern Eastern,East,-7.5098923,3.6407387,0,0,892.1469806,554.354433
2024,1940,1057,Grand Canyon,12,32,32,Phoenix,Arizona,Phoenix Arizona ,Mountain,3,FALSE,33.4483771,-112.0740373,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Mountain Pacific,West,14.2104031,-5.3520093,1,0,1642.505481,1020.605589
2024,1939,1078,Alabama,4,4,32,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Central Pacific,West,14.4489395,-29.8568731,2,-2,2966.03877,1843.011047
2024,1938,1072,Clemson,6,8,32,Clemson,South Carolina,Clemson South Carolina ,Eastern,6,TRUE,34.6834382,-82.8373654,Memphis,Tennessee,Memphis Tennessee ,Central,5,TRUE,35.1495343,-90.0489801,Eastern Central,West,0.4660961,-7.2116147,1,-1,659.4366219,409.75492
2024,1937,1075,Baylor,3,32,32,Waco,Texas,Waco Texas ,Central,5,TRUE,31.549333,-97.1466695,Memphis,Tennessee,Memphis Tennessee ,Central,5,TRUE,35.1495343,-90.0489801,Central Central,East,3.6002013,7.0976894,0,0,770.9709485,479.0591374
2024,1936,1065,Dayton,7,32,32,Dayton,Ohio,Dayton Ohio ,Eastern,6,TRUE,39.7589478,-84.1916069,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,TRUE,40.7607793,-111.8910474,Eastern Mountain,West,1.0018315,-27.6994405,2,-2,2343.317314,1456.069873
2024,1935,1077,Arizona,2,16,32,Tucson,Arizona,Tucson Arizona ,Mountain,3,FALSE,32.2539787,-110.9741769,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,FALSE,40.7607793,-111.8910474,Mountain Mountain,West,8.5068006,-0.9168705,0,1,949.4388114,589.9539262
2024,1934,1056,Houston,1,16,32,Houston,Texas,Houston Texas ,Central,5,TRUE,29.7604267,-95.3698028,Memphis,Tennessee,Memphis Tennessee ,Central,5,TRUE,35.1495343,-90.0489801,Central Central,East,5.3891076,5.3208227,0,0,779.6622385,484.4596547
2024,1933,1022,Texas A&M,9,32,32,College Station,Texas,College Station Texas ,Central,5,TRUE,30.627977,-96.3344068,Memphis,Tennessee,Memphis Tennessee ,Central,5,TRUE,35.1495343,-90.0489801,Central Central,East,4.5215573,6.2854267,0,0,772.4752648,479.9938762
2024,1932,1052,James Madison,12,32,32,Harrisonburg,Virginia,Harrisonburg Virginia ,Eastern,6,TRUE,38.4495688,-78.8689155,Brooklyn,New York,Brooklyn New York ,Eastern,6,TRUE,40.6781784,-73.9441579,Eastern Eastern,East,2.2286096,4.9247576,0,0,489.4029664,304.1009047
2024,1931,1063,Duke,4,8,32,Durham,North Carolina,Durham North Carolina ,Eastern,6,TRUE,35.9940329,-78.898619,Brooklyn,New York,Brooklyn New York ,Eastern,6,TRUE,40.6781784,-73.9441579,Eastern Eastern,East,4.6841455,4.9544611,0,0,676.5186396,420.3691936
2024,1930,1037,North Carolina St.,11,4,32,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Eastern Eastern,West,4.6610351,-1.3577077,0,0,531.7008182,330.3835713
2024,1929,1035,Oakland,14,32,32,Auburn Hills,Michigan,Auburn Hills Michigan ,Eastern,6,TRUE,42.6875323,-83.2341028,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Eastern Eastern,East,-2.2469075,3.2382164,0,0,367.3763781,228.277098
2024,1928,1069,Colorado,10,32,32,Boulder,Colorado,Boulder Colorado ,Mountain,4,TRUE,40.0149856,-105.2705456,Indianapolis,Indiana,Indianapolis Indiana ,Eastern,6,TRUE,39.768403,-86.158068,Mountain Eastern,East,-0.2465826,19.1124776,2,2,1627.683918,1011.395896
2024,1927,1047,Marquette,2,16,32,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Indianapolis,Indiana,Indianapolis Indiana ,Eastern,6,TRUE,39.768403,-86.158068,Central Eastern,East,-3.2704995,1.7484056,1,1,391.7848247,243.4438037
2024,1926,1033,Purdue,1,2,32,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Indianapolis,Indiana,Indianapolis Indiana ,Eastern,6,TRUE,39.768403,-86.158068,Eastern Eastern,East,-0.6574656,0.7499975,0,0,97.02639593,60.28940732
2024,1925,1019,Utah St.,8,32,32,Logan,Utah,Logan Utah ,Mountain,4,TRUE,41.7369803,-111.8338359,Indianapolis,Indiana,Indianapolis Indiana ,Eastern,6,TRUE,39.768403,-86.158068,Mountain Eastern,East,-1.9685773,25.6757679,2,2,2165.724919,1345.719075
2024,1924,1059,Gonzaga,5,16,32,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,TRUE,40.7607793,-111.8910474,Pacific Mountain,East,-6.8980009,5.5349992,1,1,884.2898193,549.4722193
2024,1923,1051,Kansas,4,32,32,Lawrence,Kansas,Lawrence Kansas ,Central,5,TRUE,38.9716689,-95.2352501,Salt Lake City,Utah,Salt Lake City Utah ,Mountain,4,TRUE,40.7607793,-111.8910474,Central Mountain,West,1.7891104,-16.6557973,1,-1,1433.150811,890.5186283
2024,1922,1034,Oregon,11,32,32,Eugene,Oregon,Eugene Oregon ,Pacific,3,TRUE,44.0520691,-123.0867536,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Pacific Eastern,East,-3.6114443,43.0908672,3,3,3528.960946,2192.79467
2024,1921,1066,Creighton,3,16,32,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Pittsburgh,Pennsylvania,Pittsburgh Pennsylvania ,Eastern,6,TRUE,40.4406248,-79.9958864,Central Eastern,East,-0.8159121,15.938617,1,1,1341.812105,833.7633875
2024,1920,1023,Texas,7,32,32,Austin,Texas,Austin Texas ,Central,5,TRUE,30.267153,-97.7430608,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Central Eastern,East,4.9599339,16.8999341,1,1,1671.343822,1038.524903
2024,1919,1024,Tennessee,2,8,32,Knoxville,Tennessee,Knoxville Tennessee ,Eastern,6,TRUE,35.9606384,-83.9207392,Charlotte,North Carolina,Charlotte North Carolina ,Eastern,6,TRUE,35.2270869,-80.8431267,Eastern Eastern,East,-0.7335515,3.0776125,0,0,289.9690397,180.1784079
2024,1918,1067,Connecticut,1,1,16,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Eastern Eastern,East,0.5516511,1.190643,0,0,115.830676,71.97384527
2024,1917,1029,San Diego St.,5,16,16,San Diego,California,San Diego California ,Pacific,3,TRUE,32.715738,-117.1610838,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Pacific Eastern,East,9.6443445,46.1022037,3,3,4150.064299,2578.730401
2024,1916,1054,Illinois,3,8,16,Champaign,Illinois,Champaign Illinois ,Central,5,TRUE,40.1164204,-88.2433829,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Central Eastern,East,2.2436621,17.1845028,1,1,1455.777903,904.5784515
2024,1915,1053,Iowa St.,2,16,16,Ames,Iowa,Ames Iowa ,Central,5,TRUE,42.0307812,-93.6319131,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Central Eastern,East,0.3293013,22.573033,1,1,1854.444511,1152.298397
2024,1914,1038,North Carolina,1,16,16,Chapel Hill,North Carolina,Chapel Hill North Carolina ,Eastern,6,TRUE,35.9131996,-79.0558445,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Eastern Pacific,West,-1.8609654,-39.1878404,3,-3,3552.275751,2207.281819
2024,1913,1078,Alabama,4,4,16,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Central Pacific,West,0.8423935,-30.6745114,2,-2,2830.83489,1758.999251
2024,1912,1072,Clemson,6,8,16,Clemson,South Carolina,Clemson South Carolina ,Eastern,6,TRUE,34.6834382,-82.8373654,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Eastern Pacific,West,-0.631204,-35.4063195,3,-3,3233.555587,2009.23829
2024,1911,1077,Arizona,2,16,16,Tucson,Arizona,Tucson Arizona ,Mountain,3,FALSE,32.2539787,-110.9741769,Los Angeles,California,Los Angeles California ,Pacific,3,FALSE,34.0522342,-118.2436849,Mountain Pacific,West,1.7982555,-7.269508,1,0,705.4770672,438.3631263
2024,1910,1056,Houston,1,16,16,Houston,Texas,Houston Texas ,Central,5,TRUE,29.7604267,-95.3698028,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Central Central,West,3.0162375,-1.4271851,0,0,361.7689939,224.7928311
2024,1909,1063,Duke,4,8,16,Durham,North Carolina,Durham North Carolina ,Eastern,6,TRUE,35.9940329,-78.898619,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Eastern Central,West,-3.2173687,-17.8983689,1,-1,1678.343739,1042.87445
2024,1908,1037,North Carolina St.,11,4,16,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Eastern Central,West,-3.0029255,-18.1588092,1,-1,1698.914325,1055.656419
2024,1907,1047,Marquette,2,16,16,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Central Central,West,-10.2622383,-8.8905143,0,0,1380.383434,857.7304999
2024,1906,1033,Purdue,1,2,16,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Eastern Eastern,East,1.9055584,3.8623117,0,0,385.6116465,239.6079685
2024,1905,1059,Gonzaga,5,16,16,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Pacific Eastern,East,-5.3273532,34.3802928,3,3,2743.638409,1704.81787
2024,1904,1066,Creighton,3,16,16,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Central Eastern,East,1.0748901,12.8887496,1,1,1074.103637,667.4170574
2024,1903,1024,Tennessee,2,8,16,Knoxville,Tennessee,Knoxville Tennessee ,Eastern,6,TRUE,35.9606384,-83.9207392,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Eastern Eastern,East,6.3707886,0.8749854,0,0,712.3942626,442.6612723
2024,1902,1067,Connecticut,1,1,8,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Eastern Eastern,East,0.5516511,1.190643,0,0,115.830676,71.97384527
2024,1901,1054,Illinois,3,8,8,Champaign,Illinois,Champaign Illinois ,Central,5,TRUE,40.1164204,-88.2433829,Boston,Massachusetts,Boston Massachusetts ,Eastern,6,TRUE,42.3600825,-71.0588801,Central Eastern,East,2.2436621,17.1845028,1,1,1455.777903,904.5784515
2024,1900,1078,Alabama,4,4,8,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Central Pacific,West,0.8423935,-30.6745114,2,-2,2830.83489,1758.999251
2024,1899,1072,Clemson,6,8,8,Clemson,South Carolina,Clemson South Carolina ,Eastern,6,TRUE,34.6834382,-82.8373654,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Eastern Pacific,West,-0.631204,-35.4063195,3,-3,3233.555587,2009.23829
2024,1898,1063,Duke,4,8,8,Durham,North Carolina,Durham North Carolina ,Eastern,6,TRUE,35.9940329,-78.898619,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Eastern Central,West,-3.2173687,-17.8983689,1,-1,1678.343739,1042.87445
2024,1897,1037,North Carolina St.,11,4,8,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Dallas,Texas,Dallas Texas ,Central,5,TRUE,32.7766642,-96.7969879,Eastern Central,West,-3.0029255,-18.1588092,1,-1,1698.914325,1055.656419
2024,1896,1033,Purdue,1,2,8,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Eastern Eastern,East,1.9055584,3.8623117,0,0,385.6116465,239.6079685
2024,1895,1024,Tennessee,2,8,8,Knoxville,Tennessee,Knoxville Tennessee ,Eastern,6,TRUE,35.9606384,-83.9207392,Detroit,Michigan,Detroit Michigan ,Eastern,6,TRUE,42.331427,-83.0457538,Eastern Eastern,East,6.3707886,0.8749854,0,0,712.3942626,442.6612723
2024,1894,1067,Connecticut,1,1,4,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Eastern Mountain,West,-8.2697791,-39.9364635,3,-3,3598.385843,2235.933301
2024,1893,1078,Alabama,4,4,4,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Central Mountain,West,0.3288116,-24.6168131,2,-2,2280.776569,1417.208856
2024,1892,1037,North Carolina St.,11,4,4,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Eastern Mountain,West,-2.2409374,-33.5478079,3,-3,3063.576549,1903.618213
2024,1891,1033,Purdue,1,2,4,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Eastern Mountain,West,-6.8872163,-25.2779211,3,-3,2362.535667,1468.011604
2024,1890,1067,Connecticut,1,1,2,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Eastern Mountain,West,-8.2697791,-39.9364635,3,-3,3598.385843,2235.933301
2024,1889,1033,Purdue,1,2,2,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Glendale,Arizona,Glendale Arizona ,Mountain,3,TRUE,33.5386523,-112.1859866,Eastern Mountain,West,-6.8872163,-25.2779211,3,-3,2362.535667,1468.011604
2023,1888,1011,Alabama,1,16,64,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Birmingham,Alabama,Birmingham Alabama ,Central,5,TRUE,33.5185892,-86.8103567,Central Central,East,0.3087485,0.7588168,0,0,78.38808611,48.70809852
2023,1887,955,Texas A&M Corpus Chris,16,64,64,Corpus Christi,Texas,Corpus Christi Texas,Central,5,TRUE,27.800583,-97.396378,Birmingham,Alabama,Birmingham Alabama ,Central,5,TRUE,33.5185892,-86.8103567,Central Central,East,5.7180062,10.5860213,0,0,1194.587077,742.2819965
2023,1886,979,Maryland,8,32,64,College Park,Maryland,College Park Maryland ,Eastern,6,TRUE,38.9896967,-76.93776,Birmingham,Alabama,Birmingham Alabama ,Central,5,TRUE,33.5185892,-86.8103567,Eastern Central,West,-5.4711075,-9.8725967,1,-1,1073.097939,666.7921459
2023,1885,945,West Virginia,9,64,64,Morgantown,West Virginia,Morgantown West Virginia ,Eastern,6,TRUE,39.629526,-79.9558968,Birmingham,Alabama,Birmingham Alabama ,Central,5,TRUE,33.5185892,-86.8103567,Eastern Central,West,-6.1109368,-6.8544599,1,-1,913.9420476,567.8972598
2023,1884,961,San Diego St.,5,2,64,San Diego,California,San Diego California ,Pacific,3,TRUE,32.715738,-117.1610838,Orlando,Florida,Orlando Florida ,Eastern,6,TRUE,28.5383832,-81.3789269,Pacific Eastern,East,-4.1773548,35.7821569,3,3,3438.852374,2136.803799
2023,1883,1003,College of Charleston,12,64,64,Charleston,South Carolina,Charleston South Carolina ,Eastern,6,TRUE,32.7764749,-79.9310512,Orlando,Florida,Orlando Florida ,Eastern,6,TRUE,28.5383832,-81.3789269,Eastern Eastern,West,-4.2380917,-1.4478757,0,0,491.1649574,305.1957552
2023,1882,946,Virginia,4,64,64,Charlottesville,Virginia,Charlottesville Virginia ,Eastern,6,TRUE,38.0293059,-78.4766781,Orlando,Florida,Orlando Florida ,Eastern,6,TRUE,28.5383832,-81.3789269,Eastern Eastern,West,-9.4909227,-2.9022488,0,0,1089.100965,676.7359651
2023,1881,996,Furman,13,32,64,Greenville,South Carolina,Greenville South Carolina,Eastern,6,TRUE,34.852619,-82.394012,Orlando,Florida,Orlando Florida ,Eastern,6,TRUE,28.5383832,-81.3789269,Eastern Eastern,East,-6.3142358,1.0150851,0,0,708.6345886,440.3251192
2023,1880,1001,Creighton,6,8,64,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Central Mountain,West,-1.5173011,-9.0557476,1,-1,783.6859164,486.9598522
2023,1879,971,North Carolina St.,11,64,64,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Eastern Mountain,West,3.9596461,-26.3520723,2,-2,2349.178582,1459.711896
2023,1878,1006,Baylor,3,32,64,Waco,Texas,Waco Texas ,Central,5,TRUE,31.549333,-97.1466695,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Central Mountain,West,8.1899028,-7.8435815,1,-1,1152.924858,716.3942938
2023,1877,953,UC Santa Barbara,14,64,64,Santa Barbara,California,Santa Barbara California ,Pacific,3,TRUE,34.4208305,-119.6981901,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Pacific Mountain,East,5.3184053,14.7079391,1,1,1430.166083,888.6640042
2023,1876,974,Missouri,7,32,64,Columbia,Missouri,Columbia Missouri ,Central,5,TRUE,38.9517053,-92.3340724,Sacramento,California,Sacramento California ,Pacific,3,TRUE,38.5815719,-121.4943996,Central Pacific,West,-0.3701334,-29.1603272,2,-2,2517.639986,1564.388959
2023,1875,949,Utah St.,10,64,64,Logan,Utah,Logan Utah ,Mountain,4,TRUE,41.7369803,-111.8338359,Sacramento,California,Sacramento California ,Pacific,3,TRUE,38.5815719,-121.4943996,Mountain Pacific,West,-3.1554084,-9.6605637,1,-1,892.1285934,554.3430077
2023,1874,1010,Arizona,2,64,64,Tucson,Arizona,Tucson Arizona ,Mountain,3,FALSE,32.2539787,-110.9741769,Sacramento,California,Sacramento California ,Pacific,3,TRUE,38.5815719,-121.4943996,Mountain Pacific,West,6.3275932,-10.5202227,0,0,1183.505318,735.3961105
2023,1873,965,Princeton,15,16,64,Princeton,New Jersey,Princeton New Jersey ,Eastern,6,TRUE,40.3572976,-74.6672226,Sacramento,California,Sacramento California ,Pacific,3,TRUE,38.5815719,-121.4943996,Eastern Pacific,West,-1.7757257,-46.827177,3,-3,3977.090812,2471.249659
2023,1872,963,Purdue,1,64,64,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Columbus,Ohio,Columbus Ohio ,Eastern,6,TRUE,39.9611755,-82.9987942,Eastern Eastern,East,-0.4646931,3.9092713,0,0,336.0141271,208.7894988
2023,1871,998,Fairleigh Dickinson,16,32,64,Teaneck,New Jersey,Teaneck New Jersey ,Eastern,6,TRUE,40.8932469,-74.0116536,Columbus,Ohio,Columbus Ohio ,Eastern,6,TRUE,39.9611755,-82.9987942,Eastern Eastern,West,-0.9320714,-8.9871406,0,0,767.3920878,476.8353365
